Total DALY
1.4279363655855801e-06
1.949775922884811e-06
2.965743123584108e-06
3.0027273520460966e-06
2.4478349189727126e-06
2.9850546533860545e-06
3.7675848326634845e-06
5.246973012023037e-06
2.726699259469888e-06
1.4092915533447932e-06
2.12821709935751e-06
3.910739969121835e-06
2.222135658922486e-06
3.163119016829086e-06
2.568273205905136e-06
4.9323848610893785e-06
1.519750413749854e-06
2.5022161182897134e-06
3.2912140376106785e-06
2.847887089660883e-06
2.646224226279248e-06
6.325882180673314e-06
1.9474329352742184e-06
1.6868191070207316e-06
2.2267797821395874e-06
2.5969780537793417e-06
6.438952404199671e-06
6.762032433149657e-07
1.7497326009596746e-06
1.8154632595912542e-06
3.898748810904351e-06
1.2038948035009157e-06
3.598444541410561e-06
3.109068381244029e-06
4.319926470151003e-06
3.83124074870178e-06
1.7058864391494845e-06
2.728460571175262e-06
1.3609580968876325e-06
1.5309061377943856e-06
3.6985749344564677e-06
1.4229070787119547e-06
1.9456511803928045e-06
1.1246593510683132e-06
2.5381313098149506e-06
1.6475918921132755e-06
3.352060169312665e-06
3.5171807628198155e-06
2.3328461631488828e-06
2.831528344828804e-06
4.216640985594822e-06
2.713859640881555e-06
4.0228775850104096e-06
3.1897968666605436e-06
1.956703164536222e-06
2.0362220750058668e-06
3.0582646397747655e-06
2.823270923784093e-06
1.8706582977157102e-06
3.204235994651583e-06
2.706502368223784e-06
2.5863972071804575e-06
3.7213907094790777e-06
1.7097454650727425e-06
6.159284976470226e-07
3.973201259523939e-06
2.019194739235619e-06
3.221527422803128e-06
2.4469510997993105e-06
3.41655210053915e-06
2.6088247470501537e-06
4.1500563554075495e-06
4.45094597424589e-06
2.7203832069133684e-06
1.6612996804488133e-06
6.904581023383649e-06
1.9890069746897326e-06
2.4024690494584e-06
2.436625761796929e-06
2.4739957530095504e-06
6.108840419434269e-06
5.29335903665107e-07
2.0993882402975397e-06
2.293275396854088e-06
1.6488308483930678e-06
2.820548441384574e-06
1.7783094208456695e-06
1.966822971000148e-06
2.2969098466019134e-06
2.0757337329113666e-06
2.702488510184509e-06
3.58895361652678e-06
1.30489554630131e-06
9.450438375324667e-07
2.44714648877542e-06
1.747747760874052e-06
6.118424930130484e-06
2.6766614662432356e-06
2.7678661957053486e-06
2.8369227591795722e-06
5.492813222647276e-06
2.9301954265070763e-06
3.028653935492898e-06
1.7550685547385035e-06
1.7047045377482918e-06
1.466574834831924e-06
1.4395273641647499e-05
4.684109687829174e-06
1.4912450404325206e-06
3.8470987649708016e-06
5.181043526150119e-06
1.5782889764404118e-06
6.645989034299582e-06
1.1538389882899125e-05
2.0571780461287043e-06
2.118461854054843e-06
2.356395316516213e-06
1.8002472314671004e-06
3.819610913473602e-06
3.3782036671548e-06
2.396461595737254e-06
2.6969945154453605e-06
3.793438989740938e-06
5.050949630085455e-06
1.1164088666526518e-06
5.267649942022335e-06
2.0271451524433992e-06
2.9188228042698046e-06
2.0687070076341743e-06
1.3324389118452016e-06
1.7345817431468902e-06
3.0595577953107525e-06
6.102515188448621e-06
7.280101435291897e-07
6.708618905888474e-06
3.3196360979825814e-06
3.2671253635063735e-06
4.205183906293985e-06
1.0087022210325537e-06
5.130686498795444e-06
2.5494633079903296e-06
2.6195847556143015e-06
1.5112999924693505e-06
8.906068263381249e-07
2.387758379251981e-06
4.0168312716826195e-06
2.6527844069224034e-06
1.8242558609316007e-06
8.148141669050978e-07
5.319185067336196e-06
5.6485530937311355e-06
3.872666489004306e-06
8.715961778569259e-06
3.5431301621180463e-06
2.1545407665835012e-06
2.7620631790448154e-06
1.9562509854287314e-06
1.5439689866236783e-06
1.7418898850407593e-06
4.498521847107197e-06
1.9559036182115185e-06
8.496550392300684e-07
3.13557877817061e-06
2.668612072540544e-06
1.6496481532946029e-06
3.460642571109229e-06
3.1182265086227006e-06
4.7779378226420194e-06
1.1249458235940144e-06
1.4281527489234945e-06
2.1437233786447685e-06
4.477759697674167e-06
3.7690522542299646e-06
2.74710910668885e-06
1.2595085450994857e-06
3.823623416436827e-06
2.355121583454966e-06
1.6593714870860587e-06
9.197655550947648e-06
3.255354065074822e-06
3.3468573347872347e-06
3.83461487553971e-06
4.250128201217507e-06
6.822201115317395e-06
2.10061922381044e-06
1.9664752104020525e-06
2.798862632191757e-06
2.539229695388556e-06
1.4577135919102702e-06
3.531138865573436e-06
2.411120718137649e-06
4.495722424353587e-06
5.118722205299519e-06
2.0696153682786543e-06
2.469635747730514e-06
3.54983182295987e-06
2.916801868011465e-06
3.339701326294798e-06
1.2020410115543e-06
1.9904722187957803e-06
2.9632662213585624e-06
3.508100262863411e-06
2.280319355123517e-06
2.6717703859446827e-06
5.69857184042899e-06
3.13785407347611e-06
4.594757710401076e-06
1.9009182956386536e-06
3.5857250547488558e-06
9.278112793453807e-07
2.686510897000893e-06
1.175756236813097e-06
5.382158870410602e-06
2.5007328362103286e-06
2.1720574651218348e-06
4.218310093804245e-06
1.0037376627503035e-06
1.8581759725511128e-06
4.701097175185964e-07
2.6248143568130545e-06
3.0267196426381204e-06
2.5522718454595856e-06
2.253002848100483e-06
1.694243495153902e-06
9.761636056482283e-07
1.8454153472657884e-06
1.5321252747102495e-06
3.1110935172629087e-06
